NASDAQ Salmon Index (salesprice) History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Price (NOK/kg),,,,,,,,,Distribution %,,,,,,,,,Total NASDAQ Volume,Average Price,Standard Deviation,,,,,,,,
Year,Week,1-2,2-3,3-4,4-5,5-6,6-7,7-8,8-9,9+,1-2,2-3,3-4,4-5,5-6,6-7,7-8,8-9,9+,,,1-2,2-3,3-4,4-5,5-6,6-7,7-8,8-9,9+
2015,40,26.85,34.06,38.07,39.42,40.11,40.78,42.08,42.7,43.08,1.21,9.47,25.11,34.93,22.1,5.33,1.54,0.26,0.07,7080.46,38.7,2.09,0.66,0.31,0.41,0.54,0.75,0.73,0.17,0.93
2015,41,27.4,34.37,39.77,41.4,42.21,44.06,45.01,45.36,45.77,0.86,11.46,26.8,31.54,20.48,7.07,1.51,0.25,0.04,6267.61,40.46,2.79,1.06,0.74,0.61,0.66,0.94,1.19,0.89,0.75
2015,42,24.51,33.79,39.41,41.05,41.69,44.91,46.45,47.69,46.13,2.65,10.68,22.96,33.69,21.59,6.35,1.82,0.23,0.03,6132.55,39.96,3.12,1.41,0.28,0.54,0.68,1.37,1.81,0.99,1.7
2015,43,20.83,31.18,39.19,41.06,41.74,43.57,45.25,46.05,47.91,3.67,9.97,22.86,28.38,23.11,8.27,3.04,0.62,0.09,6748.99,39.43,2,1.52,0.64,0.7,0.82,0.89,0.98,1.16,1.09
2015,44,20.25,30.26,41.03,42.26,43.83,46.3,47.69,48.3,48.88,2.99,9.69,25.31,34.41,17.71,6.57,2.56,0.69,0.09,6345.21,40.86,3.67,2.25,1.08,0.78,0.36,1.47,0.62,0.92,1.11
2015,45,25.09,33.66,40.08,41.86,42.67,45.58,47.47,47.77,47.77,0.45,7.06,25.74,37.01,22.05,5.05,2.02,0.49,0.14,6164.88,41.27,1.96,2.11,0.41,0.46,0.66,0.69,0.53,0.86,0.57
2015,46,24.17,32.43,39.32,40.85,41.37,44.45,48.01,48.99,49.2,0.57,7.37,28.8,35.31,19.37,5.22,2.63,0.62,0.11,6171.72,40.23,4.29,1.17,0.49,0.44,0.36,1.03,0.97,0.92,1.51
2015,47,28.73,35.44,42.06,43.61,44.58,47.8,49.27,49.38,50.18,1.33,11.83,26.33,33.5,19.46,5.23,1.93,0.35,0.03,6503.86,42.58,1.07,1.34,0.81,0.49,0.51,0.99,1.22,1.04,0.57
2015,48,35.22,40.98,47.32,49.05,49.88,51.54,53.88,54.32,54.25,0.55,6.38,25.77,39.91,19.75,5.2,1.63,0.59,0.2,6136.67,48.43,0.82,1.35,0.53,0.35,0.4,0.99,1.54,2.02,1.51
2015,49,37.54,44.56,49.72,50.77,51.36,51.54,52.04,52.5,51.21,0.89,7.11,26.36,31.91,18.68,8.81,4.64,1.32,0.29,5971.79,50.2,2.28,1.39,0.84,0.6,0.75,1.2,1.05,0.96,1.43
2015,50,39.79,45.25,49.46,50.58,50.83,51.04,51.42,51.51,51.38,0.51,6.38,24.2,32.88,21.34,9.25,3.9,1.28,0.26,6999.85,50.06,1.98,1.6,1.11,0.68,0.49,0.83,0.75,0.57,0.82
2015,51,42,46.55,50.87,52,52.23,52.94,53.56,53.81,53.52,0.63,6.54,26.82,33.15,18.94,7.5,4.5,1.64,0.27,6313.02,51.5,2.91,0.58,1.07,0.55,0.46,0.73,0.87,0.71,1.28
2015,52,37.41,49.36,53.45,54.53,55.47,56.71,55.83,54.05,54.44,1.31,9.44,29.29,33.01,18,5.13,1.96,1.58,0.29,2542.05,53.8,2.04,0.75,0.28,0.48,0.46,0.99,1.62,0.92,0.24
2015,53,35.04,50.87,56.21,58.03,59.35,62.36,64.46,60.57,58.66,2.09,14.14,28.25,32.09,18.51,3.59,0.88,0.32,0.13,2722.08,56.49,4.26,0.68,1.28,1.04,1.26,2.36,2.19,2.5,1.16
2016,1,37.08,52.76,58.22,59.41,60.95,67.25,68.2,68.92,70,0.88,8.27,25.33,36.24,22.28,5.16,1.17,0.41,0.26,3704.98,59.28,3.41,1.51,1.29,1.42,1.61,1.9,1.32,1.14,1.18
2016,2,43.8,56.6,62.74,64.05,66.4,68.7,69.49,71.39,72.45,0.77,7.14,24.42,35.84,21.48,6.66,2.6,0.88,0.23,4026.83,64.09,3.86,2.16,0.84,0.91,1.25,3.73,6.73,4.78,4.17
2016,3,38.01,50.03,52.01,53.46,53.22,53.73,56.8,57.5,56.63,0.82,6.6,26.87,32.4,25.43,6.32,1.06,0.35,0.14,3957.91,52.72,4.04,2.53,1.62,1.5,2.1,3.28,3.51,1.96,1.98
2016,4,37.07,43.72,47.86,48.42,49.05,49.59,48.88,48.99,48.83,1.32,7.51,25.11,30.17,21.37,9.32,3.59,1.18,0.43,4841.62,48.05,1.33,1.39,0.87,0.62,0.86,1.04,1,0.9,1.91
2016,5,39.5,47.43,51.75,52.82,52.93,52.63,52.31,52.24,51.97,1.31,7.4,19.26,24.71,22.67,14.11,6.95,2.7,0.89,4319.26,51.98,3.72,1.32,0.47,0.6,0.84,0.57,0.77,0.69,0.88
2016,6,39.93,50.69,54.26,55.65,55.99,56.57,57.57,57.76,57.84,2.64,6.73,22.78,29.94,23.49,8.85,4.07,1.2,0.3,4099.76,54.86,3.84,1.31,0.71,0.62,0.46,0.89,0.96,1.19,1.91
2016,7,42.3,54.55,58.56,60.24,60.54,61.73,62.23,62.1,63.02,3.02,8.32,21.59,29.71,25.11,8.18,3.06,0.82,0.18,4065.24,59.14,4.92,1.29,0.85,0.69,0.54,0.9,0.78,0.74,0.79
2016,8,41.3,54.82,59.53,60.93,62.1,63.93,64.28,63.79,63.2,0.97,8.77,23.22,32.17,22.25,8.65,2.56,1.03,0.4,4767.21,60.52,2.46,0.38,0.76,0.95,0.56,0.86,0.82,0.69,0.58
2016,9,42.72,56.12,60.74,61.56,61.62,61.97,61.68,61.95,62.27,0.69,6.06,16.64,25.93,29.76,13.27,5.64,1.61,0.39,4540.76,61.05,2.82,1.26,0.36,0.4,0.5,1.23,1.53,1.33,1.51
2016,10,43.94,53.83,57.75,58.44,58.92,59.08,58.85,58.69,58.66,0.73,8.18,20.86,25.43,24,14.37,4.6,1.48,0.36,4410.23,58.04,4.22,1.42,0.38,0.39,0.45,0.82,1.21,1.29,1.43
2016,11,47.13,56.72,60.59,61.59,62.31,62.9,62.93,63.35,63.23,0.62,7.23,21.91,31.31,23.55,9.54,3.92,1.57,0.35,4493.17,61.31,4.36,0.96,0.65,0.49,0.31,0.67,0.97,1.03,1.48
2016,12,48.45,60.88,66.55,68.35,69.28,70.73,71.23,72.97,72.57,0.93,8.99,18.98,29.53,25.4,10.19,4.71,0.94,0.33,1988.85,67.82,6.38,2.32,0.29,0.81,1.17,1.93,2.26,2.51,3.55
2016,13,46.9,58.52,65.51,67.02,67.39,68.48,67.78,67.17,66.77,1.04,7.48,18.76,28.75,26.68,10.5,5.09,1.35,0.35,3540.27,66.19,6.1,2.17,0.79,0.53,0.43,1.87,2.99,3.83,4.67
2016,14,43.44,53.93,61.58,63.38,64.12,65.12,64.71,64.6,65.24,1.71,10.49,22.13,26.29,22.88,9.37,4.84,1.78,0.51,4451.98,62.08,1.86,1.6,0.81,0.89,0.64,0.73,1.09,1.21,1.29
2016,15,39.43,49.13,56.59,57.85,58.52,58.94,59.35,58.99,59.49,1.65,9.32,21.6,26.21,22.98,11.72,4.84,1.41,0.27,4311.2,56.83,3.82,0.84,0.37,0.43,0.56,0.63,1.17,1.18,1.59
2016,16,41.58,49.57,57.57,59.26,59.64,59.54,59.73,60.38,59.39,1.13,7.85,17.47,25.81,24.35,14.29,7.13,1.6,0.37,3708.44,58.19,2.36,1.28,0.59,0.89,0.69,1,1.18,1.64,3.13
2016,17,41.2,49.46,56.4,58.23,58.28,59.36,59.25,57.89,57.73,1.44,9.55,22.02,28.63,20.96,9.08,5.35,2.26,0.73,4656.99,56.9,2.73,2.1,2.39,1.98,1.66,0.53,0.43,0.94,1.09
2016,18,41.64,53.82,59.91,61.49,61.99,61.78,61.41,61.26,61.38,1.04,7.01,17.24,23.54,23.28,15.13,8.15,3.53,1.08,3562.1,60.62,2.59,1.13,0.69,0.75,0.55,0.87,0.76,0.74,1.02
2016,19,45.26,62.81,66.44,67.69,68.02,69.31,68.92,68.39,70.61,1.65,10.93,22.96,22.51,19.56,12.08,6.89,2.75,0.69,5102.06,66.88,6.35,2.09,1.07,0.99,1.45,1.95,2.13,2.2,3.77
2016,20,45.34,60.53,68.76,70.7,71.6,71.49,71.45,71.31,63.86,1.11,9.58,19.13,24.89,22.75,11.77,6.04,3.09,1.64,4192.67,69.32,6.22,3.44,3.42,2.6,3.09,3.98,3.14,1.55,4.11
2016,21,43.92,52.93,58.83,60.42,60.79,60.42,60.51,60.28,57.74,1.02,8.28,20.05,23.69,20.99,13.55,8.51,3,0.91,5174.96,59.37,2.65,0.79,0.75,0.65,0.85,0.75,1.86,2.09,2.59
2016,22,44.14,54.94,59.7,60.85,61.6,61.52,61.25,61.19,61,0.9,7.82,19.55,25.31,19.6,12.87,8.61,4.1,1.23,4342.06,60.3,2.68,1.06,0.74,0.52,0.87,0.81,0.81,0.8,0.9
2016,23,49.97,63.24,69.38,70.88,71.83,72.81,73.3,72.89,73.33,1.21,10.55,23.15,21.35,14.54,13.75,8.6,4.77,2.07,2312.51,70.23,4.27,1.43,1.06,1.18,1.39,1.29,0.77,1.06,1.12
2016,24,48.93,66.09,73.95,76.66,78.23,79.73,79.57,79.29,76.34,1.03,13.69,28.91,25.54,16.31,6.79,4.27,2.04,1.41,3531.57,74.78,6.53,1.36,0.63,0.61,0.66,0.88,1.12,1.5,3.17
2016,25,42.73,61.04,70.21,73.13,75.37,78.4,78,77.29,74.44,1.4,11.71,28.97,30.66,14.61,6.22,3.47,1.61,1.36,3560.02,71.35,5.49,1.69,1.83,1.23,0.86,0.7,0.59,1.2,3.21
2016,26,43.84,59.28,67.83,69.82,72.65,76.67,76.09,75.95,75.35,2.03,16.92,30.53,25.3,13.01,5.95,3.81,1.74,0.72,3015.42,68.06,3.89,0.94,0.71,1.01,1.27,1.39,1.31,0.95,1.2
2016,27,46.84,66.36,75.04,79.35,84.75,90.56,91.37,91.95,92.72,3.84,17.3,36.03,25,10.56,3.9,2.02,1.04,0.32,2825.05,75.73,1.85,1.48,1.85,1.2,2.01,2.46,2.65,2.3,2.63
2016,28,46.18,65.29,74.23,78.42,84.91,91.85,93.15,93.66,95.15,5.66,16.42,29.38,26.55,15.42,4.03,2,0.42,0.12,3704.56,75.13,1.59,1.42,1.47,3.2,2.86,4.62,3.07,4.08,2.29
2016,29,44.26,58.47,65.45,68.34,72.94,76.95,77.34,78.9,80.05,0.97,15.9,26.84,29.32,18.1,5.17,2.93,0.67,0.1,4115.85,67.38,3.62,0.81,0.99,1.34,1.94,7.41,9.92,9.09,10.31
2016,30,43.74,53.99,58.95,60.71,63.15,73.01,74.46,76.59,76.17,0.79,9.87,27.52,29.46,23.49,6.34,2,0.37,0.16,4051.32,61.14,3.69,0.86,0.7,1.01,1.15,2.23,2.6,2.96,1.69
2016,31,39.83,51.97,56.8,58.62,61.99,74.83,76.09,76.11,75.14,1.78,13.69,36.55,30.78,14.41,2.08,0.54,0.14,0.03,4231.21,57.65,1.64,0.65,0.82,0.6,1.3,2.8,2.42,0.94,0.76
2016,32,39.95,52.42,57.35,59.94,64.34,76.91,76.82,76.31,78.28,3.37,11.13,24.75,33.4,19.42,5.13,2.06,0.63,0.12,4023.36,59.99,0.84,0.84,0.86,0.53,1.4,2.06,3,2.97,1.35
2016,33,44.34,51.44,56.21,58.74,63.24,72.49,73.86,72.58,73.84,0.89,10.29,25.33,34.85,20.14,4.27,2.57,1.29,0.36,4143.51,59.34,1.34,0.73,0.97,0.98,1.08,1.99,3.5,3.51,2.66
2016,34,41.09,50.06,54.15,56.44,61.42,74.78,75.13,76.15,76.39,0.41,7.67,28.26,37.09,19.66,4.38,1.94,0.39,0.21,4115.24,57.5,2.26,0.46,0.57,0.67,0.64,2.15,0.99,2.06,0.21
2016,35,43,50.24,55.06,56.77,61.24,71.14,73.62,75.8,79.61,1.83,10.34,26.29,36.71,19.23,3.98,1.32,0.23,0.06,3973.62,57.1,0.73,0.65,0.7,0.66,1.2,3.03,0.86,1.95,1.78
2016,36,45.62,49.36,53.71,55.51,57.67,63.6,66.64,67.78,73.59,1.24,9.42,28.92,33.23,18.9,6.3,1.6,0.32,0.05,5173.04,55.43,5.4,0.52,0.19,0.48,0.8,2.99,1.82,2.16,3.79
2016,37,40.41,45.96,51.07,52.71,54.02,58.43,61.25,61.81,63.35,0.86,10.01,27.13,32.9,21.52,5.53,1.58,0.38,0.08,5316.5,52.26,1.63,0.6,0.95,0.47,0.55,1.38,1.22,0.93,0.32
2016,38,37.4,46.77,51.73,53.52,55.58,60.95,63.03,62.77,64.12,1.05,12.77,26.71,34.21,18.41,4.45,1.85,0.47,0.08,5370.46,52.95,2.5,1.3,1.14,0.46,0.43,0.87,1.34,0.5,1.19
2016,39,39.87,47.79,53.77,55.17,57.62,66.87,70.51,70.9,69.94,1.69,15.83,24.89,34.95,17.28,3.74,1.29,0.29,0.05,5417.95,54.51,0.76,0.66,1.19,0.95,0.7,2.96,2.22,0.8,0.73
2016,40,40.92,50.37,57.64,61.47,64.71,71.65,76.86,78.31,77.22,2.51,24.56,23.02,23.53,19.06,4.89,1.89,0.48,0.06,5001.83,58.84,1.18,0.78,1.44,1.23,1.43,2.87,1.72,1.21,1.79
2016,41,43.77,53.9,61.06,63.68,66.28,73.47,77.3,76.24,80.23,1.18,14.94,25.46,33.48,18.64,4.15,1.68,0.41,0.06,5115.29,62.5,1.08,0.84,0.59,0.9,0.61,2.39,1.12,1.86,0.54
2016,42,43.25,55.13,62.87,65.42,67.52,70.28,73.7,76.67,76.47,1.97,21.26,19.71,27.4,21.08,5.43,2.34,0.71,0.1,4226.4,63.28,2.07,0.64,0.66,0.63,0.68,3.01,1.9,1.2,3.03
2016,43,46.37,56.78,64.09,66.62,68.37,71.82,74.07,74.97,74.58,1.85,19.13,25.99,27.68,19.19,4.15,1.52,0.39,0.09,5140.21,64.41,2.74,0.85,0.98,0.93,1.08,0.78,1.61,1.26,1.62
2016,44,45.57,56.92,62.83,63.9,66.02,70.43,73.03,74.63,76.64,0.98,13.51,23.25,35.89,21.12,3.49,1.12,0.41,0.22,4419,63.38,3.13,0.69,1.03,0.65,1.04,1.46,1.61,1.13,0.61
2016,45,44.38,55.98,60.49,62.03,64.01,69.93,71.26,71.45,72.43,0.42,6.25,23.79,39.3,22.6,4.41,2.16,0.75,0.33,4837.05,62.31,3.18,0.9,0.6,0.81,0.74,0.89,0.46,0.61,0.54
2016,46,46.7,60.83,65.87,67.17,68.68,72.67,73.43,73.31,76.24,0.93,8.54,25.02,36.33,21.11,4.63,2.09,1,0.35,4723.38,66.91,3.85,1.57,1.5,0.85,0.7,1.81,1.02,1.88,0.44
2016,47,49.34,59.59,63.84,65.27,66.09,68.01,67.03,66.8,67.29,0.48,7.91,23.98,34.03,21.91,6.2,3.49,1.42,0.59,5191.96,64.85,0.86,0.98,0.71,0.62,0.79,1.49,1.31,1.21,1.85
2016,48,52.03,61.01,65.58,66.72,67.38,68.25,67.87,68.13,68.93,0.25,10.03,23.05,31.61,19.72,8.25,4.4,2.06,0.62,4859.71,66.2,2.42,0.56,0.58,0.6,0.53,0.94,0.93,1.11,3
2016,49,53.42,62.61,68.12,69.9,71.28,73.55,74.34,75.22,76.2,0.57,9.94,25.07,35.14,20.15,6.33,2.04,0.6,0.16,5178.09,69.28,1.45,0.93,0.99,0.72,0.76,0.47,1.69,1.61,0.61
2016,50,51.41,66.65,73.45,75.67,77.72,80.74,81.7,83.73,83.13,4.77,15.17,25.79,31.21,17.43,3.63,1.43,0.49,0.09,4102.91,73.25,1.82,1.22,1.31,1.01,0.87,2.25,1.6,1.31,0.45
2016,51,54.31,67.66,76.92,80.39,82.79,89.01,90.46,90.16,86.13,2.17,13.34,23.01,29.73,21.79,6.5,2.79,0.54,0.12,3085.15,78.75,3.35,1.6,1.21,0.92,1.64,1.74,3.43,3.46,2.8
2016,52,54.97,66.37,76.06,79.68,82.25,89.7,92.4,93.05,89.89,1.03,10.08,18.91,32.27,27.49,6.91,2.12,0.94,0.26,1994.49,79.22,3.45,1.07,1.44,1.54,1.09,1.9,3.31,4.37,3.46
2017,1,53.28,67.79,76.88,80.65,83.09,85.46,88.8,94.75,93.53,3.11,8.98,15.07,34.64,27.11,8.04,2.31,0.67,0.07,2278,79.42,3.23,1.8,0.27,0.76,0.88,2.97,3.78,3.96,4.2
2017,2,49.43,64.01,73.88,76.14,78.69,81.04,83.41,84.96,87.06,8.02,12.49,21.36,24.9,20.67,8.82,2.93,0.68,0.11,2907.62,73.24,2.09,1.6,0.7,0.86,1.41,1.55,0.77,1.54,3.4
2017,3,49.87,64.6,73.35,74.58,76.01,77.51,79.81,81.24,80.35,2.96,9.34,31.05,29.02,19.53,5.74,1.76,0.52,0.08,3282.17,73.11,2.43,1.7,0.85,1.32,1.86,3.39,2.82,3.49,4.25
2017,4,50.69,65.62,70.73,71.28,72.19,69.98,73.87,75.63,75.23,2.75,4.3,23.28,32.24,22.97,9.86,3.43,1.01,0.14,3491.59,70.56,1.94,0.95,0.4,0.77,1.43,3.53,3.33,3.26,5.59
2017,5,50.59,62.24,65.39,66.13,66.37,65.88,65.82,66.36,67.3,2.85,5.91,20.04,33.91,24.01,9.43,2.96,0.77,0.12,3759.98,65.34,0.93,0.81,0.33,0.32,0.32,0.66,0.81,0.76,1.76
2017,6,50.24,61.79,64.71,65.59,65.55,65.42,65.71,66.09,65.29,6.51,11.33,18.27,31.25,22.64,7.06,2.35,0.5,0.07,3722.65,63.99,1.36,0.5,0.46,0.41,0.59,0.69,0.94,0.82,1.18
2017,7,49.89,60.17,64.15,64.99,65.1,64.9,65.11,64.95,65.88,4.51,11.59,21.24,29.78,22.95,6.72,2.35,0.69,0.16,3829.28,63.6,2.12,0.96,0.41,0.31,0.44,0.63,0.5,0.61,2.13
2017,8,49.74,59.4,63.02,63.4,63.5,63.04,62.6,61.72,61.08,4.74,8.49,20.29,32.98,22.48,7.21,2.62,0.73,0.46,4083.01,62.29,2.29,0.83,0.5,1.07,1.05,0.74,0.79,2.13,1.82
2017,9,49.6,55.01,58.6,59.4,59.3,57.79,57.28,57.02,55.23,1.41,6.3,19.36,26.64,27,11.66,5.88,1.44,0.3,3800.16,58.44,1.83,1.86,0.58,0.47,0.33,1.55,1.67,2.54,3.36
2017,10,48.14,53.39,58.34,58.29,58.24,57.84,57.42,56.91,57.19,4.12,7.38,19.43,26.06,23.23,10.31,5.98,2.73,0.76,3521.16,57.36,0.51,1.06,0.99,0.84,0.69,0.43,0.46,0.43,0.65
2017,11,51.53,59.18,63.3,63.41,63.45,62.48,62.04,61.59,60.86,0.84,7.72,18.7,26.76,24.51,11.14,6.88,2.77,0.68,3651.71,62.71,2.35,1.43,0.23,0.73,0.54,0.59,1.04,1.22,1.31
2017,12,54.09,59.49,64.11,64.32,64.27,63.13,62.47,62.15,60.92,0.35,6.5,18.68,30.23,25.4,11.06,4.5,2.48,0.81,4231.54,63.62,2.86,0.95,0.43,0.44,0.53,0.66,1.17,1.31,2.97
2017,13,51.8,58.97,63.81,63.7,63.5,62.48,62.12,61.59,60.91,0.61,8.2,21.82,30.88,21.34,8.79,5.14,2.35,0.85,4414.81,62.96,3.03,1.49,0.59,0.44,0.35,0.21,0.46,0.31,1.89
2017,14,56.03,59.35,62.76,62.86,62.82,62.33,61.77,62.16,62.21,0.22,6.59,24.08,32.52,23.88,7.9,3.63,0.8,0.39,5359.78,62.49,3.92,2.04,0.6,0.49,0.49,0.42,0.67,0.69,1.03
2017,15,51.66,60.09,65.37,64.69,64.77,65.66,65.88,65.82,65.32,0.76,9.09,23,32.26,23.64,7.21,2.52,1.1,0.43,2623.8,64.46,2.96,1.28,1.03,1.6,1.68,1.15,0.84,1.1,1.76
2017,16,52.55,60.31,65.44,65.52,65.81,65.07,64.3,64.92,62.53,0.38,5.18,15.18,27.32,25.08,14.42,7.89,3.01,1.53,4164.8,65.03,4.76,2.14,0.59,0.66,0.72,1.14,1.22,1.86,2.2
2017,17,52.53,58.96,63.02,63.14,62.93,62.63,62.15,62.61,63.27,0.16,4.09,16.4,31.2,27.34,12.9,5.66,1.89,0.34,5491.57,62.74,2.48,1.79,0.52,0.83,1.02,1.01,1.2,1.38,1.15
2017,18,52.98,61.77,66.92,66.64,66.74,66.95,67,67.5,68.27,2.26,8.69,21.9,27.27,25.56,8.71,3.38,1.37,0.85,3838.85,66.06,1.21,1.19,0.89,1.36,1.39,1.6,1.81,1.39,0.64
2017,19,55.03,65.35,71.99,72.81,73.16,74,74.72,74.99,75.42,5.45,10.25,18.03,26.87,25.25,10.11,2.7,1.06,0.27,4319.55,71.22,1.14,1.3,0.54,0.62,0.77,0.79,1.27,1.83,1.16
2017,20,57.88,67.48,73.96,75.11,75.82,75.92,76.03,76.25,76,0.52,11.21,21.22,26.83,23.19,10.69,4.1,1.82,0.42,3273.19,74.24,1.81,1.01,0.56,0.73,1.05,1.45,1.76,2.54,3.34
2017,21,53.71,66.43,71.93,75.06,76.29,75.77,74.67,76.44,75.94,3.9,19.56,21.05,24.74,17.41,8.45,3.28,1.12,0.47,3993.63,72.16,4.22,2.82,3.72,2.4,1.21,2.7,2.21,3.14,6.44
2017,22,49.54,59.27,66.45,67.85,68.29,69.1,69.64,69.18,69.13,3.24,20,21.41,22.71,20.03,7.91,3.48,0.9,0.31,3952.82,65.51,0.8,1.13,1.81,1.41,0.7,0.98,0.74,0.77,0.7
2017,23,54.74,63.51,71.9,72.01,72.53,72.53,70.89,71.53,70.71,0.94,8.52,19.05,31.32,20.81,11.03,6.02,1.54,0.77,3135.2,71.18,1.8,1.47,1.24,1.2,1.07,1.36,2.04,2.24,2.64
2017,24,52.48,61.98,68.45,69.05,69.11,68.56,68.52,67.9,68.66,1.46,9.51,15.53,25.42,23.34,13.25,7.3,3.06,1.14,3814.79,67.92,1.69,2,0.92,0.72,0.88,1.41,1.49,2.22,2.81
2017,25,50.53,63.37,70.19,71.51,72.09,71.97,71.04,71,68.36,4.22,14.11,20.61,25.4,19.42,9.58,4.3,1.66,0.7,4015.92,69.31,2.25,0.62,0.68,0.69,0.85,1.14,1.84,2.32,4.52
2017,26,50.43,61.29,69.43,71.09,72.02,72.86,72.85,73.18,73.58,1.58,14.32,20.75,27.55,22.17,8.5,3.62,1.13,0.38,4208.25,69.47,2.29,2.52,1.48,1.11,1.18,1.41,1.39,0.97,0.87
2017,27,49.68,55.55,64.07,65.37,66.7,69.09,69.3,69.66,67.8,1.74,12.72,22.56,28.49,23.18,7.25,2.92,0.89,0.25,5081.19,64.29,0.85,1.56,1.19,1.06,1.44,1.26,1.71,1.22,2.18
2017,28,41,51.79,61.81,64.23,65.93,69.97,70.07,69.47,69.39,3.08,18.57,19.41,26.86,23.44,5.62,2.42,0.51,0.09,3586.9,61.63,2.42,1.67,1.38,1.05,0.83,0.78,0.7,0.61,2.96
2017,29,44.37,54.84,62.91,65.16,67.15,71.25,71.64,71.78,71.37,1.5,8.76,23.52,29.18,26.22,7.14,3.08,0.52,0.07,3432.02,64.61,1.47,1.38,1.31,0.82,0.68,0.52,1.08,0.95,2.07
2017,30,43.66,51.31,58.83,60.45,62.21,69.53,70.41,72.05,69.6,0.39,7.42,25.04,34.29,25.65,5.18,1.57,0.37,0.08,4536.74,60.43,3.99,1.27,0.69,0.81,0.87,1.01,0.88,1.6,0.85
2017,31,44.23,50.55,56.74,58.44,60.31,67.04,68.49,69.55,68.83,0.83,10.31,23.01,33.6,23.41,6.1,2.12,0.48,0.13,4960.93,58.36,1.29,0.63,0.75,0.83,0.79,2.26,2.14,1.7,2.65
2017,32,42.81,49.03,54.52,56.45,58.3,63.22,65.31,65.89,63.8,0.44,7.41,20.37,36.51,25.88,5.95,2.31,0.91,0.22,5089.14,56.64,1.42,0.85,0.56,0.58,0.52,3.29,3.47,2.5,3.44
2017,33,41.83,47.46,51.41,52.83,54.18,60.34,61.74,62.7,63.39,1.98,9.49,29.86,31.62,20.99,4.07,1.16,0.62,0.2,5071.66,52.46,1.77,0.92,0.6,0.97,1.13,1.73,2.14,3.39,1.8
2017,34,43.22,47.44,52.2,53.81,56.38,61.93,62.91,64.66,66.55,1.09,11.43,23.81,36.93,20.53,3.84,1.79,0.47,0.11,4810.5,53.65,0.51,0.97,0.53,0.71,0.72,2.02,3.05,3.28,4.78
2017,35,41.56,45.01,49.52,51.4,54.08,63.7,65.84,67.13,67.31,0.45,11.7,24.25,32.78,23.7,4.92,1.71,0.38,0.12,4824.36,51.72,1.5,0.61,0.44,0.33,0.87,1.61,1.98,1.36,2.67
2017,36,41.37,45.36,50.12,52.58,55.68,64.07,65.97,67.36,66.59,1.61,7.48,23.78,35.37,23.72,5.17,2.16,0.57,0.14,5222.84,53,1.34,1.11,0.53,0.49,1.21,1.85,2.04,1.81,1.43
2017,37,42.81,43.72,48.78,50.38,52.83,64.56,67.55,69.52,70.51,2.32,8.56,24.61,37.9,20.1,4.82,1.32,0.32,0.06,5877.57,50.72,0.41,0.48,0.64,0.59,0.76,0.85,1.88,2.28,2.15
2017,38,42.12,44.76,50.07,51.6,53.31,63.77,66.35,68.56,69.17,0.7,6.44,18.2,36.73,27.72,7.28,2.02,0.69,0.21,4572.64,52.63,2.21,0.61,0.68,0.46,0.71,1.75,1.37,0.9,0.37
2017,39,43.77,48.46,53.3,54.38,56.02,59.62,61.75,63.2,62.64,0.86,5.58,14.27,38.31,27.67,9.21,3.06,0.84,0.21,6577.13,55.06,1.29,0.39,0.53,0.96,1.01,1.82,2,1.45,1.33
2017,40,42.03,49.33,53.96,55,56.45,56.92,57.77,61.09,60.99,1.12,6.43,15.83,37.47,27.08,9.33,2.25,0.42,0.07,5260.68,54.99,2.35,0.85,0.54,0.34,0.77,1.1,1.47,1.87,1.01
2017,41,41.51,45.77,50.79,52.04,52.6,55.83,56.77,58.79,57.73,2.32,11.09,24.12,32.98,22.26,5.52,1.39,0.29,0.04,5511.02,51.22,0.88,0.63,0.98,1.04,0.84,1.06,0.86,1.19,2.1
2017,42,39.62,44.75,51.02,52.88,54.39,58.72,60.46,63.71,65.7,0.92,9.94,21.26,30.95,24.45,9.54,2.46,0.38,0.1,5267.35,52.72,1.51,0.95,0.66,0.77,0.92,1.09,1.17,3.21,1.84
2017,43,40.39,43.39,48.84,50.31,50.61,52.13,56.12,60.41,61.01,1.17,7.9,16.84,34.15,26.56,8.4,3.8,0.84,0.35,5955.76,49.97,1.07,1.35,0.9,0.92,1.11,2.8,2.54,2.35,2.73
2017,44,38.79,40.3,44.6,45.09,44.96,45.59,46.28,47.41,46.7,1.22,7.67,16.01,32.06,29.46,9.51,3.1,0.83,0.15,6271.35,44.64,1.63,1.46,0.63,0.72,0.99,0.81,1.59,1.77,1
2017,45,40.32,42.51,46.14,46.87,46.89,47.13,47.02,47.38,48.85,0.76,4.68,16.36,27.77,31.68,11.03,5.36,2.06,0.3,4331.26,46.56,0.98,1.28,0.82,0.96,0.54,1.28,1.29,1.3,0.73
2017,46,39.99,46.97,51.98,52.17,52.14,50.88,49.97,50.95,49.89,0.74,7.59,16.43,25.05,25.09,16.51,6.52,1.65,0.43,5312.33,51.26,2.67,1.77,1.02,0.94,0.97,1.28,2.22,2.32,2.54
